Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,5,21,u,TOT (H),3
2,Gabriel,G.Jesus,Arsenal,FWD,69,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,54388,536987,21,i,TOT (H),3
3,Gabriel,Gabriel,Arsenal,DEF,64,1,90,2025-01-15T20:00:00Z,0,0,0,1,0,0,1,0,0,0,6,21.8,1.7,5.0,2.9,0.03,0.01,0.04,0.78,101268,113158,21,a,TOT (H),3
4,Kai,Havertz,Arsenal,FWD,78,1,90,2025-01-15T20:00:00Z,0,0,0,1,0,0,1,0,0,0,-8,0.0,3.3,47.0,5.0,0.40,0.01,0.41,0.78,23441,114416,21,a,TOT (H),3
5,Karl,Hein,Arsenal,GK,40,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,41,21,u,TOT (H),3
6,Jurriën,J.Timber,Arsenal,DEF,57,2,90,2025-01-15T20:00:00Z,0,0,0,1,0,0,0,0,0,0,10,10.2,3.7,2.0,1.6,0.00,0.04,0.04,0.78,17317,95415,21,a,TOT (H),3
7,Jorge Luiz,Jorginho,Arsenal,MID,47,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,983,1117,21,a,TOT (H),3
8,Jakub,Kiwior,Arsenal,DEF,48,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,330,1264,21,a,TOT (H),3
9,Gabriel,Martinelli,Arsenal,MID,68,1,29,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,4,3.0,12.0,15.0,3.0,0.04,0.05,0.09,0.36,28430,107339,21,a,TOT (H),3
12,Ethan,Nwaneri,Arsenal,MID,45,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,16410,17431,21,i,TOT (H),3
13,Martin,Ødegaard,Arsenal,MID,83,8,90,2025-01-15T20:00:00Z,0,1,0,1,0,0,0,0,0,3,27,34.0,67.5,29.0,13.1,0.38,0.57,0.95,0.78,10767,131709,21,a,TOT (H),3
15,David,Raya,Arsenal,GK,56,2,90,2025-01-15T20:00:00Z,0,0,0,1,0,0,0,0,1,0,8,12.2,0.0,0.0,1.2,0.00,0.00,0.00,0.78,37216,129938,21,a,TOT (H),3
16,Declan,Rice,Arsenal,MID,62,2,86,2025-01-15T20:00:00Z,0,0,0,1,0,0,0,0,0,0,18,10.6,17.8,13.0,4.1,0.13,0.17,0.30,0.70,7041,13777,21,a,TOT (H),3
17,Bukayo,Saka,Arsenal,MID,102,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1350,111015,21,i,TOT (H),3
18,William,Saliba,Arsenal,DEF,63,2,90,2025-01-15T20:00:00Z,0,0,0,1,0,0,0,0,0,0,7,13.8,2.5,0.0,1.6,0.00,0.02,0.02,0.78,28918,140795,21,a,TOT (H),3
20,Thomas,Thomas,Arsenal,MID,50,2,90,2025-01-15T20:00:00Z,0,0,0,1,0,0,0,0,0,0,16,16.2,18.2,2.0,3.6,0.07,0.11,0.18,0.78,2967,5611,21,a,TOT (H),3
21,Kieran,Tierney,Arsenal,DEF,43,1,13,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,7,2.2,10.5,2.0,1.5,0.00,0.23,0.23,0.21,288,305,21,a,TOT (H),3
22,Tomiyasu,Tomiyasu,Arsenal,DEF,48,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,41,59,21,i,TOT (H),3
23,Leandro,Trossard,Arsenal,MID,68,9,76,2025-01-15T20:00:00Z,1,0,0,1,0,0,0,0,0,2,26,34.2,13.5,38.0,8.6,0.27,0.03,0.30,0.57,3755,23631,21,a,TOT (H),3
24,Benjamin,White,Arsenal,DEF,61,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,119,4791,21,i,TOT (H),3
25,Oleksandr,Zinchenko,Arsenal,DEF,48,1,3,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,3,0.0,3.3,2.0,0.5,0.00,0.00,0.00,0.09,796,1603,21,a,TOT (H),3
73,Norberto,Neto,Arsenal,GK,41,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,980,2279,21,a,TOT (H),3
186,Raheem,Sterling,Arsenal,MID,67,2,60,2025-01-15T20:00:00Z,0,0,0,1,0,0,0,0,0,0,4,11.2,4.4,20.0,3.6,0.13,0.03,0.16,0.42,516,1031,21,a,TOT (H),3
578,Riccardo,Calafiori,Arsenal,DEF,58,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3078,6502,21,d,TOT (H),3
597,Myles,Lewis-Skelly,Arsenal,MID,45,1,86,2025-01-15T20:00:00Z,0,0,0,1,0,0,1,0,0,0,16,13.6,5.8,0.0,1.9,0.00,0.01,0.01,0.70,3284,2237,21,a,TOT (H),3
633,Mikel,Merino,Arsenal,MID,60,1,3,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,3,2.2,0.3,0.0,0.3,0.00,0.00,0.00,0.09,1452,1000,21,a,TOT (H),3
638,Salah-Eddine,Oulad M'hand,Arsenal,MID,45,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,76,77,21,a,TOT (H),3
639,Tommy,Setford,Arsenal,GK,45,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,198,224,21,a,TOT (H),3
657,Maldini,Kacurri,Arsenal,DEF,40,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,323,375,21,a,TOT (H),3
658,Ayden,Heaven,Arsenal,DEF,40,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,179,245,21,a,TOT (H),3
659,Ismeal,Kabia,Arsenal,MID,45,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,95,76,21,a,TOT (H),3
662,Josh,Nichols,Arsenal,DEF,40,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,156,172,21,a,TOT (H),3
665,Nathan,Butler-Oyedeji,Arsenal,FWD,45,0,0,2025-01-15T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1950,1981,21,a,TOT (H),3
28,Leon,Bailey,Aston Villa,MID,62,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6266,5307,21,a,EVE (A),3
29,Ross,Barkley,Aston Villa,MID,52,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2616,1838,21,i,EVE (A),3
30,Enzo,Barrenechea,Aston Villa,MID,49,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,16,21,u,EVE (A),3
31,Emiliano,Buendia,Aston Villa,MID,51,1,9,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,5,0.2,0.3,0.0,0.1,0.00,0.00,0.00,0.32,170,237,21,a,EVE (A),3
32,Matty,Cash,Aston Villa,DEF,44,6,90,2025-01-15T19:30:00Z,0,0,1,0,0,0,0,0,0,0,22,10.8,1.8,4.0,1.7,0.00,0.01,0.01,1.14,5688,6253,21,a,EVE (A),3
33,Leander,Dendoncker,Aston Villa,MID,45,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,409,21,u,EVE (A),3
34,Moussa,Diaby,Aston Villa,MID,65,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,8,21,u,EVE (A),3
35,Diego Carlos,Diego Carlos,Aston Villa,DEF,45,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,51,4664,21,i,EVE (A),3
36,Lucas,Digne,Aston Villa,DEF,46,6,90,2025-01-15T19:30:00Z,0,0,1,0,0,0,0,0,0,0,28,10.6,2.0,4.0,1.7,0.07,0.01,0.08,1.14,13169,65808,21,a,EVE (A),3
37,Lewis,Dobbin,Aston Villa,MID,50,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1,21,u,EVE (A),3
38,Jhon,Duran,Aston Villa,FWD,58,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,34095,24056,21,a,EVE (A),3
39,Joe,Gauci,Aston Villa,GK,40,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,382,2288,21,a,EVE (A),3
40,Kortney,Hause,Aston Villa,DEF,39,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2608,2115,21,a,EVE (A),3
41,Samuel,Iling Jr,Aston Villa,MID,54,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,13,21,u,EVE (A),3
42,Boubacar,Kamara,Aston Villa,MID,50,3,90,2025-01-15T19:30:00Z,0,0,1,0,0,0,0,0,0,0,24,23.8,13.1,19.0,5.6,0.03,0.03,0.06,1.14,406,436,21,a,EVE (A),3
43,Kaine,Kesler-Hayden,Aston Villa,DEF,40,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,12,21,u,EVE (A),3
44,Ezri,Konsa,Aston Villa,DEF,44,8,90,2025-01-15T19:30:00Z,0,0,1,0,0,0,0,0,0,2,29,17.8,0.3,0.0,1.8,0.00,0.01,0.01,1.14,8859,37233,21,a,EVE (A),3
45,Ian,Maatsen,Aston Villa,DEF,45,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2217,2635,21,a,EVE (A),3
46,Filip,Marschall,Aston Villa,GK,40,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2,21,u,EVE (A),3
47,Emiliano,Martinez,Aston Villa,GK,50,6,90,2025-01-15T19:30:00Z,0,0,1,0,0,0,0,0,2,0,28,23.6,0.0,0.0,2.4,0.00,0.00,0.00,1.14,21643,83492,21,a,EVE (A),3
48,John,McGinn,Aston Villa,MID,52,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,280,16244,21,i,EVE (A),3
49,Tyrone,Mings,Aston Villa,DEF,44,9,90,2025-01-15T19:30:00Z,0,0,1,0,0,0,0,0,0,3,31,24.2,10.6,2.0,3.7,0.00,0.00,0.00,1.14,959,943,21,a,EVE (A),3
50,Kosta,Nedeljkovic,Aston Villa,DEF,39,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1861,4204,21,a,EVE (A),3
51,Robin,Olsen,Aston Villa,GK,45,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,879,607,21,a,EVE (A),3
52,Pau,Pau,Aston Villa,DEF,43,0,0,2025-01-15T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,62,21449,21,i,EVE (A),3
53,Jacob,Ramsey,Aston Villa,MID,54,3,81,2025-01-15T19:30:00Z,0,0,1,0,0,0,0,0,0,0,6,7.2,2.1,14.0,2.3,0.32,0.01,0.33,0.83,905,1346,21,a,EVE (A),3
54,Morgan,Rogers,Aston Villa,MID,55,6,90,2025-01-15T19:30:00Z,0,1,1,0,0,0,0,0,0,0,16,26.0,13.4,14.0,5.3,0.07,0.06,0.13,1.14,252067,108429,21,a,EVE (A),3
